|bankid|bankname|bankaddress|bankphone|bankdesc|bankurl|searchurl|dtype
320|554|Greater Baltimore Medical Center (GBMC) Andrology|6701 N. Charles Street Baltimore, MD 21204 USA||Greater Baltimore Medical Center (GBMC) Andrology Center This center is now closed|http://www.gbmc.org/index.html|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=554&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
321|65045|Growing Generations (Fertility Future)|5900 Wilshire Boulevard, Suite 550 Los Angeles, CA 90036 USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65045&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
322|239|Gyft Clinic|2201 South 19th Street Tacoma, WA 98405 USA|253-475-5433|Dr. Robinette and Dr. Mc Lees established in 1986.|http://www.gyftclinic.com/get.html|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=239&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
323|487|Gynecological Associates Limited|3410 N. 4th Avenue Phoenix, AZ 85013 USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=487&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
324|586|Hamilton Centre for Reproductive Care|Main Street W Hamilton, ON CAN||Part of the West End ClinicMcMaster Hospital||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=586&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
325|505|Hartford Fert. & Reproductive Endocrinology Center|100 Retreat Avenue Hartford, CT 06106 USA|860 525-8283|Dr. August Olivar and Dr. Linda ChaffkinNow part of the University of Connecticut's Center for Advanced Reproductive Services|http://www.uconnfertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=505&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
326|441|Hartford Hospital|85 Jefferson Street Hartford, CT 06106 USA||William Leslie Smith, M.D.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=441&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
327|1190|Health Sciences Centre|Winnipeg, MB CAN||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=1190&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
328|1273|Heartland Fertility and Gynecology Clinic|701-1661 Portage Ave Winnipeg, R3J 3T7 CAN||If your donor originated at Xytex (or any other US sperm bank), please enter a posting on that list also.|http://www.heartlandfertility.mb.ca/yhe_your_team.html|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=1273&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
329|813|Henrico Doctor's Hospital Andrology Center(VA)|1602 Skipwith Rd. Richmond, VA USA|804-289-4500|Dr Sanford M. Rosenberg|http://www.HCARichmond.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=813&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
330|110|Heredity Choice|Paul Smith's phone number: 702 772-5380, address;7375 South Bruce Street, Las Vegas, NV 89123; email storks@gmail.com. , CA USA|702 772 8233|There are just a handful of mostly older donors and some donors have already produced in excess of 30 offspring.  Heredity Choice is the sperm bank founded and operated by Paul Smith, the former director of the Repository for Germinal Choice. Paul took most of the Repository donors with him when he left to start H.C.  http://www.geniusspermbank.com/hc.txt has some of the donors and their descriptions listed if you need to find a donor code.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=110&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
331|76|HFEA, UK|GBR||Centre# 0135Note: The HFEA registers each treatment centre and numbers them and the treatment centre numbers their sperm donors. Centres often buy sperm from one another, and some centres buy in all the sperm they use, so for each child, there may be three relavant numbers. Many centres have been refusing to give donor numbers, so you may have little information to enter. Also, visit http://www.ukdonorlink.org.uk/||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=76&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
332|1207|Homerton Hospital|London, GBR||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=1207&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
333|475|Hopital Maisonneuve-Rosemont|rosemont, montreal, QC CAN|(514) 252-3400|affiliated with University of Montreal|http://www.maisonneuve-rosemont.org/pages/h/index.aspx|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=475&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
334|358|Hospital of the University of Pennsylvania (HUP)|Philadelpha, PA USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=358&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
335|407|Huntington Reproductive Center (HRC Fertility)|1220 La Venta Drive Suite #103 Westlake village, CA 91361 USA|805-374-1737||http://www.havingbabies.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=407&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
336|924|Hutzel Hospital|4707 Saint Antoine St Ste 1 Detroit, MI 48201 USA|(313) 745-7555|There is a women's clinic here, so many come here for insemination (or used to back in 1982).  There are now a few more branches, one on John R Road.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=924&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
337|231|Ichilov Hospital(Tel Aviv Sourasky MedicalCenter|6, Weizman st. Tel-Aviv, ISR|||http://www.tasmc.org.il/main/siteNew/index.php?langId=1|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=231&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
338|22|Idant Laboratories|350 5th Ave., Suite 7120 New York, NY 10118 USA|212-244-0555|Established in 1971 as a public corporation and is a subsidiary of DAXOR Corporation. Started quarantining 1985. Donor sperm frozen in 1972 resulted in children born in 1994 and 2002. Donor numbers in the 100's begin with A, in the 200's begin with B, in the 300's begin with C, in the 400's begin with D, in the 500's begin with E, in the 600's begin with F, in the 700's begin with G, in the 800's begin with H.|http://www.idant.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=22&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
339|107|Infertility Advisory Centre (Jack Glatt)|144 Harley Street London, W1 GBR||This clinic moved to the Mile End area of London before being closed down by the HFEA in the early 1990s.   Dr. Jack Glatt, who ran the clinic is now known as Jack Gilliat.Please list as much identifying information as possible, as donor numbers may not be enough. Also, visit http://www.ukdonorlink.org.uk/||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=107&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
340|254|Infertility and Women's Endocrinology Clinic|10240 Kingsway Avenue Edmonton, AB T5H 3V9 CAN||Royal Alexander Hospital Edmonton, Alberta, Canada||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=254&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
341|659|Infertility Solutions, PA|1275 S. Cedar Crest Avenue Allentown, PA 18104 USA|(610) 776-1217||http://www.infertilitysolutions.com/staff.html|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=659&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
342|23|Infertility, Gynecology and Obstetrics (IGO)|9339 Genesee Ave., Suite 220 San Diego, CA 94305 USA|858-455-7520||http://www.igomed.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=23&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
343|1145|Institut de pathologie et de génétique|Loverval, 6280 BEL||This facility has closed but its name, duties and records have been taken over by the Hopital de Libramont, tel +3271473047.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=1145&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
344|81|International Cryogenics, Inc.|32121 Woodward Ave. Suite 205 Royal Oak, MI 48073 USA|248-397-8449|AKA Michigan Sperm Bank, started in 1975. Donors are given different numbers, so as to keep them anonymous.  Some of these International Cryogenic donor numbers are also being found under Cryogenic Laboratories, Inc. (CLI).|http://www.internationalcryo.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=81&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
345|283|ISIS Regional Fertility Centre|2180 Meadowvale Blvd. Mississauga, ON CAN||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=283&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
346|837|IVF Australia|Lvl1, 33 York St Sydney, 2000 AUS|1800 111 483||http://www.ivf.com.au|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=837&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
347|65176|IVF Australia, Westmead|9 Caroline Street Westmead 2145 Sydney, 2145 AUS||The street name is the former address of this clinic. ||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65176&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
348|560|IVF Canada|Toronto, ON CAN||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=560&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
349|65321|IVF Michigan Fertility Center|MI USA|855-952-9600|multiple offices in Ann Arbor, Bloomfield Hills, Dearborn, Petoskey, and Saginaw|http://http://ivf-mi.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65321&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
350|398|IVF New England (Formerly Repro. Science Ctr.)|MA USA|1-800-858-4832|Reproductive Science Center (MA, NH, RI)One Forbes Road, Lexington, MA 02421,Blue Hills Medical Center, 340 Wood Road, Suite 304, Braintree, MA 02184,Mount Auburn Hospital, 330 Mount Auburn Street, Cambridge, MA 02138,242 Green Street Gardner, MA 01440,14 Prospect Street, Milford, MA 01757,One Essex Center Drive, Peabody, MA 01960,173 South River Road, Suite 3, Bedford, NH 03110,134 Thurbers Avenue, Suite 207Providence, RI 02905 In the 90's, the clinic was located in Waltham, MA and was previously called IVF-America.|http://www.rscboston.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=398&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
351|182|IVF New South Wales|253 Oxford Street, Bondi Junction Sydney, 2023 AUS|9387-5887|This clinic was originally Fertility and Pathology Clinic. It was re-named but remains at the same address. I have also submitted the old name as a separate listing. 2007-It is now called Fertility East. It is still located in Bondi Junction but at a different location. All three clinic names are on the DSR. ||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=182&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
352|65032|Ivf-Klinikken Oslo|Sørkedalsveien 10 A Oslo, 0369 NOR|004723204400||http://www.ivfoslo.no/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65032&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
353|649|Jefferson Hospital, PA|8th and chestnut st Philadelphia, PA 19101 USA||Dr. Rakoff, now deceased||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=649&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
354|935|Jessop Hospital for Women|Leavie greave road (I think) Sheffield, GBR||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=935&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
355|162|Johns Hopkins Fertility Center|600 N Wolfe St; Houck Bldg Baltimore, MD 21205 USA|410-955-2016||http://www.hopkinshospital.org/health_info/Womens_Health/Services/art_lab.html|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=162&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
356|24|Jones Institute (EVMS)|601 Colley Ave. Norfolk, VA 23507 USA|757-446-7100|Part of Eastern Virginia Medical School||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=24&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
357|416|Kaiser Permanente, Denver|Franklin Bld. Denver, CO USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=416&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
358|65180|Kaiser Permanente, Oakland|280 W. MacArthur Blvd. Oakland, CA 94611 Oakland, CA 94611 USA|510-752-1000||http://www.kp.org|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65180&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
359|575|Kaiser Permanente, Sacramento|Moore Ave. Sacramento, CA USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=575&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
360|244|Kaiser Permanente, Santa Clara|900 Kiely Blvd Santa Clara, CA 95051 USA|||http://www.kaisersantaclara.org/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=244&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
361|442|Kapiolana Medical Center for Women|1319 Punahou Street Honolulu, HI 96826 USA|808 973-5967|I recall that there was a fertility clinic operating within the hospital in the last 1980's.  I also recall that the physician in charge of the program was arrested for assaulting several of his female patients shortly after I left the program (late 1989).|http://hawaiipacifichealth.org|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=442&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
362|138|Kentucky Center for Reproductive Medicine and IVF|310 South Limestone Lexington, KY USA|859-254-8108|office is located in the Samatarin Hospital|http://www.kcrm-ivf.com/admin.htm|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=138&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
363|241|King's College Hospital|Denmark Hill London, SE5 9RS GBR|020 7346 5390|NHS Trust hospital offering both private and funded fertility treatment at their Assisted Conception Unit. King's,unusually, currently recruits its own sperm donors from altruistic men who have completed their own families and would be willing to be contacted in the future. This is a relatively recent development, and previously they used a sperm bank. I vaguely recall a reference to a facility in London Bridge being used.|http://www.kch.nhs.uk|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=241&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
364|186|Kiriya|Tel Aviv, ISR||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=186&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
365|1269|Klinika Reprodukcni Mediciny a Gynekologie|U Lomu 638 760 01 ZlÃ­n Zlin, CZE|+420 577 005 911||http://www.crmzlin.cz/en/page/100.introductory-page/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=1269&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
366|65123|Known Donor Registry|||Online Service.|http://www.knowndonorregistry.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65123&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
367|65459|Krió Intézet Zrt.|Budapest, 1026 HUN|00361414 0478|https://krio.hu/   hungarian former sperm bank|http://www.krio.hu |https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=65459&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
368|1277|Kvinneklinikken, Rikshospitalet|Sognsvannsveien 20 Oslo, N-0424 NOR|+47 23 07 46 46|"I believe this clinic needs to be posted under ""Kvinneklinikken"" as well as ""Rikshospitalet"". The address of this hospital at the time of donation was: KvinneklinikkenRikshospitaletPilestredet 32N-0027 OsloIn year 2000 Rikshospitalet moved to new facilities, to the address listed below. The direct line to their infertility clinic is: +47 23 07 26 32."|http://www.oslo-universitetssykehus.no/omoss/avdelinger/reproduksjonsmedisinsk/sider/enhet.aspx|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=1277&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
369|887|Københavns Praktiserende Lægers laboratorium|Copenhagen K., 1112 DNK|+ 004533744000|By contacting the facility, I have been told, that this clinic stopped as a Sperm Bank in 1997.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=887&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
370|468|La Mesa OB-GYN Medical Group|San Diego, CA USA||Doctors Martin Greenberg and Mark Traeger, at Grossmont Hospital||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=468&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
371|752|LaVista Reproductive Services, Atlanta, GA|Atlanta, GA USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=752&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
372|208|Lenox Hill Hospital|100 East 77th St. New York, NY 10021 USA|212-434-2000|Dr. Yale's office was at Park Ave/Hospital E 68 St, Dr. Solon Gottlieb also practiced here.|http://www.lenoxhillhospital.org|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=208&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
373|424|LifeQuest Centre for Reproductive Medicine|655 Bay St. Toronto, ON M5G 2K4 CAN|416-506-0804|(formerly S.T.A.R.T.).   Check Xytex postings if your number begins with three letters, followed by four numbers.|http://www.lifequestivf.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=1&dpIdentityNumber=&faID=424&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|1
