|bankid|bankname|bankaddress|bankphone|bankdesc|bankurl|searchurl|dtype
104|633|Fertility Center of Chattanooga|7407 Ziegler Road Chattanooga, TN 37421 USA|423-899-0500|Dr. Barry W. Donesky,  Dr. Joseph S. Bird, Jr.|http://www.chattanoogafertility.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=633&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
105|717|Fertility Center of Las Vegas|8851 W. Sahara Avenue, Suite 100 Las Vegas, NV 89117 USA|702-254-1777|Also listed as Genesis IVF|http://www.fertilitycenterlv.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=717&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
106|904|Fertility Center of New England|20 Pond Meadow Drive Suite 101 Reading, MA 01876 USA|||http://www.fertilitycenter.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=904&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
107|788|Fertility Center of San Antonio|4499 Medical Drive, Suite 200 San Antonio, TX 78229 USA|210-692-0577|Methodist Plaza Office Building|http://www.fertilitysa.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=788&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
108|311|Fertility Center of York|York, PA USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=311&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
109|590|Fertility Centers of Illinois|Chicago, IL USA|||http://www.fcionline.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=590&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
110|1179|Fertility Connections|90 Throckmorton Ave. #24 Mill Valley, CA 94941 USA|415.383.2553|Egg Donor Agency working in the San Francisco Bay area. All of our matches and donors are in the Bay area.|http://fertilityconnections.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1179&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
111|533|Fertility First|50-52 Gloucester Rd Hurstville NSW, 2220 AUS|02 95863311||http://www.fertilityfirst.com.au|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=533&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
112|551|Fertility Institutes, The (Encino, CA)|4th Floor 16030 Ventura Boulevard Encino, CA 91436 USA|(818) 728-4600|Dr. Jeffrey Steinberg is the primary doctor|http://www.fertility-docs.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=551&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
113|146|Fertility Physicians of Northern California|540 University Avenue, Suite 200 Palo Alto, CA 94301 USA|650-322-1900||http://www.fpnc.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=146&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
114|1169|Fertility Resources of Houston|Houston, TX USA|7137837044||http://www.fertilityresourceshouston.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1169&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
115|65064|Fertility Specialists Medical Group|San Diego, CA USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65064&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
116|1240|Fertility Specialists of Houston|7900 Fannin Street, Suite 400 Houston, TX 77054 USA|713 512 7900|Dr. Subodh ChauhanReproductive Endocrinologist|http://www.fertilityhouston.net/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1240&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
117|166|Fertility Treatment Center of Arizona|Chandler, AZ USA|480-831-2445|The B donor numbers are from Cryogam Colorado, which is also listed on this registry.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=166&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
118|1152|Florida Institute for Reproductive Medicine|Jacksonville, FL 32202 USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1152&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
119|65041|Geisinger Fertility Clinic|100 N. Academy Ave Danville, PA 17822 USA|800-275-6401||http://www.geisinger.org/services/womens/ob/fertility/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65041&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
120|65460|Genesis Fertility and Reproductive Medicine|6010 Bay Pkwy Brooklyn, NY 11204 USA|718 283 6560|Dr Richard Grazi medical director||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65460&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
121|104|Genetics & IVF Institute (GIVF)|3020 Javier Road Fairfax, VA 22031 USA|800-552-4363|Genetics & IVF Institute has its own donor egg program.  It also owns and operates Fairfax Cryobank, Cryogenic Laboratories, LifeStor Cord Blood Bank, and embryo storage facilities.  Sperm Donor numbers are usually listed at Fairfax (those listed there are the same as the ones listed here), Egg Donors are listed here. |http://www.givf.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=104&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
122|192|Georgia Reproductive Specialists|5445 Meridian Mark Drive, NE Altanta, GA 30342 USA|404-843-2229||http://www.ivf.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=192&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
123|872|Global Egg Donors (Formely Renew Fertility )|POB 266 San Ynez, CA 93117 USA|805.693.4787|Renew Fertility's website:www.renewfertility.com|http://www.globaleggdonors.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=872&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
124|65138|Graceful Conception|825 South Waukegan Rd. A8#113 Lake Forest, IL 60045 USA|847-234-9606||http://www.gracefulconception.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65138&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
125|65322|Grand Rapids Fertility and IVF|1900 Wealthy St SE Ste 315 Grand Rapids, MI 49503 USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65322&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
126|65045|Growing Generations (Fertility Future)|5900 Wilshire Boulevard, Suite 550 Los Angeles, CA 90036 USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65045&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
127|239|Gyft Clinic|2201 South 19th Street Tacoma, WA 98405 USA|253-475-5433|Dr. Robinette and Dr. Mc Lees established in 1986.|http://www.gyftclinic.com/get.html|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=239&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
128|65105|Highland Park IVF Center|Highland Park, IL USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65105&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
129|607|Humana Women's Hospital|Township Line Road Indianapolis, IN 46228 USA||Dr. John Jarrett--see postings under Dr. Jarrett, John||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=607&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
130|407|Huntington Reproductive Center (HRC Fertility)|1220 La Venta Drive Suite #103 Westlake village, CA 91361 USA|805-374-1737||http://www.havingbabies.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=407&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
131|546|Idaho Center for Reproductive Medicine|Boise, ID 83703 USA||Dr. Folk is one of the doctors here.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=546&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
132|65452|Indiana Fertility Institute (Post under Dr. Jarrett)|10610 North Pennsylvania Street Indianapolis, IN 46280 USA|(317) 575-6565|"Dr. John Jarrett''s practice was previously called ""America''s Health Network Reproductive Medicine"".  New name as of January 2016"|http://www.fertilityindy.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65452&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
133|65453|Infertility & IVF Center of St Louis (Dr. Wilbois)|3009 N Ballas Rd Suite 359C St. Louis, MO 63131 USA||Ronald P.Wilbois.  Was a private fertility clinic, no longer  in business.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65453&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
134|131|Infertility Center of St Louis|St Luke's Hospital Medical Building 224 S Woods Mill Rd Ste 730 St Louis, MO 63017 USA|314-576-1400||http://www.infertile.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=131&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
135|655|Institute for Reproductive Health, Ohio|3805 Edwards Rd., Suite 450, Cincinnati, OH 45209 USA|513-942-5550||http://www.cincinnatifertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=655&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
136|65288|Instituto Bernabeu - Alicante Spain|Avda. Albufereta, 31 03016 Alicante, Spain Alicante, ESP|tel: +34 965 154 000||http://http://www.institutobernabeu.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65288&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
137|65201|IREGA IVF Clinic|Cancun, MEX|||http://http://www.iregacancun.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65201&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
138|65342|IVF America (Dr. Stanger)|Portchester/Rye, NY USA||(Affiliated with Dr. Stanger, Westchester, NY)||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65342&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
139|643|IVF Florida Reproductive Associates|Margate, FL USA||Northwest Medical Center||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=643&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
140|65321|IVF Michigan Fertility Center|MI USA|855-952-9600|multiple offices in Ann Arbor, Bloomfield Hills, Dearborn, Petoskey, and Saginaw|http://http://ivf-mi.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65321&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
141|398|IVF New England (Formerly Repro. Science Ctr.)|MA USA|1-800-858-4832|Reproductive Science Center (MA, NH, RI)One Forbes Road, Lexington, MA 02421,Blue Hills Medical Center, 340 Wood Road, Suite 304, Braintree, MA 02184,Mount Auburn Hospital, 330 Mount Auburn Street, Cambridge, MA 02138,242 Green Street Gardner, MA 01440,14 Prospect Street, Milford, MA 01757,One Essex Center Drive, Peabody, MA 01960,173 South River Road, Suite 3, Bedford, NH 03110,134 Thurbers Avenue, Suite 207Providence, RI 02905 In the 90's, the clinic was located in Waltham, MA and was previously called IVF-America.|http://www.rscboston.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=398&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
142|360|IVF New Jersey|81 Veronica Avenue Somerset, NJ 08873 USA|||http://www.ivfnj.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=360&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
143|24|Jones Institute (EVMS)|601 Colley Ave. Norfolk, VA 23507 USA|757-446-7100|Part of Eastern Virginia Medical School||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=24&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
144|1269|Klinika Reprodukcni Mediciny a Gynekologie|U Lomu 638 760 01 ZlÃ­n Zlin, CZE|+420 577 005 911||http://www.crmzlin.cz/en/page/100.introductory-page/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1269&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
145|547|Kreiner IVF|Old address-400 So.Oyster Bay Road Hicksville, NY 11801 USA|516-939-BABY|Dr. Kreiner was originally with I believe an entity known as Long Island IVF/partners with Dr.Keningsberg. Then he split off and started Kreiner IVF. Around November 2004, he started East Coast Fertility with several other doctors and moved his location from 400 So.Oyster Bay Road,Hicksville,NY to a Plainview,NY location.  He has several other locations. Prior to moving to his new location in Plainview,NY he used the IVF lab at Reproductive Medical Associates of New York in Mineola,NY  ||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=547&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
146|878|La Jolla IVF|9850 Genesee Ave., Suite 610 La Jolla, CA 92037 USA|858-558-2221||http://www.lajollaivf.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=878&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
147|65090|Lane Fertility Institute|101 Rowland Way, Suite 305 Novato, CA 94945 USA|415-893-0391||http://http://www.lanefertilityinstitute.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65090&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
148|1267|Lister|London, GBR||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1267&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
149|579|Long Island IVF (LI IVF)|NY USA||Long Island IVF was established in August 1988. Locations include:625 Belle Terre Road, Suite 200,Port Jefferson, NY 11777, Tel: 631-331-7575,8 Corporate Center Drive, Suite 101,Melville, NY 11747, Tel: 631-752-0606, and2001 Marcus Avenue, Suite N213,Lake Success, NY 11042, Tel: 516-358-6363. |http://www.longislandivf.com/dhtml/art.shtml|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=579&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
150|610|Los Angeles Fertility Institute|9675 Brighton Way Suite 420 Beverly Hills, CA 90210 USA|310 273 4468|Dr. Adler & Dr. Danzer||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=610&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
151|65203|Loving Donation|FL USA||2003|http://Lovingdonationeggdonation|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65203&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
152|149|MacDonald Fertility/IVF (University OB/GYN Spec.)|Cleveland, OH 44106 USA||MacDonald Women's Hospital Contacts-Appts. and Ob/Gyn (216) 844-3941, Fertility and Endocrinology (216) 844-1514, MacDonald Women's Hospital, 11100 Euclid Avenue, Suite 1200, Cleveland, OH Landerbrook Facility, 5850 Landerbrook Drive, Suite 300, Mayfield Heights, OH Westlake Facility, 960 Clague Road, Suite 1400, Westlake, OH, Dr. Ricardo Loret de Mola and others. NOTE: For some of these donors, the donations were originally from Mt Sinai (before the late 80's) in Cleveland but migrated with the MacDonald gyncology group when they moved to UH (in the late 80's). Donor numbers may have changed. University Ob/Gyn Specialties was a group practice in the 90's. out of University Hospitals in Cleveland, OH and based in the Univesrsity MacDonald Womens Hospital. It's name was changed to McDonald Physicians Inc., not sure when. See also Mt. Sinai OB/GYN Specialties, OH for older donors.|http://www.uhhospitals.org/case/ourservices/specialties/nr/reproductiveendocrinologyinfertility/tabid/1170/default.aspx|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=149&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
153|389|MainLine Fertility|Western Suburbs of Philadelphia, PA USA|||http://www.mainlinefertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=389&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
154|484|Mayo Clinic (Minnesota)|Rochester, MN USA|(507) 284-9792||http://www.mayoclinic.org/rochester|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=484&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
155|141|Medical College of Virginia (VCU Medical Center)|1250 East Marshall Street Richmond, VA USA||Dr. Board, Dr. Sanford Rosenberg and Dr. Michael Edelstein. Patients were told these doctors used an exclusive, private sperm bank that contained donations from medical students and residents who attended MCV.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=141&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
156|845|Michigan Center for Fertility and Women's Health|4700 Thirteen Mile Road Warren, MI 48092 USA|586.576.0431||http://www.micenterforfertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=845&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
157|65048|Michigan Comprehensive Fertility Clinic|18181 Oakwood Blvd. Suite 109 Dearborn, MI 48124 USA||Dr. Gary Jones|http://michigancfc.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65048&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
158|520|Mid-Iowa Fertility P C|IA USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=520&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
